id,audio,text,duration,speaker,language
ben_eng_concat.204,audio/ben_eng_concat.204.wav,"এছাড়াও উত্তরে আওয়ার লেডি অফ ফাতিমা (শ্রীন) এর দুর্দান্ত অভয়ারণ্যটি দেখুন, যা বিশ্বব্যাপী মারিয়ান অপচ্ছায়ার একটি খ্যাত স্থান।",13.028,ben-eng_spk0,ben-eng
ben_eng_concat.25,audio/ben_eng_concat.25.wav,ভ্রমণকারীদের তাদের অঞ্চলে প্রভাব সৃষ্টিকারী খারাপ weather risk সম্পর্কে সচেতন হতে গভীর ভাবে পরামর্শ দেওয়া হচ্ছে কারণ এর ফলে আপনার travel সম্পর্কিত যে কোন পরিকল্পনা প্রভাবিত হতে পারে।,20.019,ben-eng_spk0,ben-eng
ben_eng_concat.151,audio/ben_eng_concat.151.wav,এটি water; প্রবেশকারী যে কোনও কিছুকেই attacked করতো; even এর জন্য টি-রেক্সের মতো একটি দানবীয় ডাইনোসরেরও কোনও মিল ছিল না।,15.131,ben-eng_spk0,ben-eng
ben_eng_concat.309,audio/ben_eng_concat.309.wav,সহকর্মী wrestlers এমনকি লুনাকে শ্রদ্ধা Luna.,6.048,ben-eng_spk0,ben-eng
ben_eng_concat.158,audio/ben_eng_concat.158.wav,উত্তরের কাছে এবং সহজে reach is যায় এমন প্রেমময় ও আকর্ষণীয় Sintra town এবং যখন এর জাঁকজমকের উজ্জ্বল বিবরণ লর্ড Byron. বিবৃতি দ্বারা foreigners কাছে এটি প্রসিদ্ধ করেছিল।,19.683,ben-eng_spk0,ben-eng
ben_eng_concat.53,audio/ben_eng_concat.53.wav,further উত্তরের বিস্তীর্ণ অঞ্চলগুলি বেশ কমই জনবহুল এবং কাছাকাছি কিছুটা nearly uninhabited প্রান্তর।,10.688,ben-eng_spk0,ben-eng
ben_eng_concat.66,audio/ben_eng_concat.66.wav,পৃথকীকরণ এবং পুনঃসংযোগ প্রতিটি প্রজন্মের দুটি pools মধ্যে back forth আনা নেওয়া করতে shuffle করে।,11.627,ben-eng_spk0,ben-eng
ben_eng_concat.65,audio/ben_eng_concat.65.wav,"একই সাথে, men এমন trousers পরতে হবে যা তাদের হাঁটু ঢেকে রাখবে।",7.683,ben-eng_spk0,ben-eng
ben_eng_concat.175,audio/ben_eng_concat.175.wav,"এটি Aurora borealis, see জন্য একটি ভাল সুযোগ প্রদান করে, যেহেতু সময়ের সাথে আকাশ অল্প-বেশি dark হয়ে থাকবে।",11.635,ben-eng_spk0,ben-eng
ben_eng_concat.19,audio/ben_eng_concat.19.wav,কিছু কিছু পরমাণুতে অস্থির নিউক্লিয়াস থাকে যার means হলো সেগুলো মৃদু আঘাতে বা কোন আঘাত ছাড়াই ভেঙে যায়।,10.044,ben-eng_spk0,ben-eng
ben_eng_concat.318,audio/ben_eng_concat.318.wav,এ গ্রহের নদীর water যে পরিমাণ সাগরে পড়ে তার 20 percent আসে Amazon. from Amazon.,8.727,ben-eng_spk0,ben-eng
ben_eng_concat.218,audio/ben_eng_concat.218.wav,বেশিরভাগ আধুনিক research টেলিস্কোপগুলি অনুকূল বায়ুমণ্ডলীয় আবহাওয়ায় remote অঞ্চলে অনেক সু্যোগ-সুবিধা প্রদান করে।,12.355,ben-eng_spk0,ben-eng
ben_eng_concat.156,audio/ben_eng_concat.156.wav,"of Italy এবং বাকি পৃথিবীর আরও many In cities world, বিশেষ করে পোল্যান্ডে, একই ধরণের setups তৈরি করা হয়েছিল যেগুলো great সংখ্যক লোকেরা দেখেছিল।",17.095,ben-eng_spk0,ben-eng
ben_eng_concat.247,audio/ben_eng_concat.247.wav,"কিন্তু, অধিনায়কের উইকেট হারানোর পরে ভারত মাত্র ৩৬ রান করতে ৭ উইকেট হারিয়ে ফেললে innings. শেষ হয়ে যায়।",9.676,ben-eng_spk0,ben-eng
ben_eng_concat.208,audio/ben_eng_concat.208.wav,গতকাল evening বুয়েনস Buenos Aires. থেকে 50 কিলোমিটার (31 মাইল) দূরের একটি city লা প্লাটাতে বর্তমান সিনেটর এবং Argentine ফার্স্ট লেডি ক্রিস্টিনা ফার্নান্দেজ de কির্চনার তার রাষ্ট্রপতি পদপ্রার্থী হওয়ার candidacy ঘোষণা করেছিলেন।,26.21,ben-eng_spk0,ben-eng
ben_eng_concat.10,audio/ben_eng_concat.10.wav,"""প্রধানমন্ত্রীর সাথে সাখ্যাৎকালে লেটন কনজারভেটিভ পার্টির পরিবেশ বিলের """"পুঙ্খানুপুঙ্খ ও সম্পূর্ণ পুনর্লিখন"""" করার জন্য কনজারভেটিভ পরিবেশ বিলে changes করার জন্য বলেছিলেন।""",15.228,ben-eng_spk0,ben-eng
ben_eng_concat.262,audio/ben_eng_concat.262.wav,গোমা পৌঁছানোর জন্য তুমি বোডা-বোডা (মটর সাইকেল ট্যাক্সি) ব্যবহার করতে পারো। সংক্ষিপ্ত সফরের সাধারণ (স্থানীয়) price হচ্ছে ~৫০০ কংগোলিজ ফ্র‍্যা।,12.588,ben-eng_spk0,ben-eng
ben_eng_concat.162,audio/ben_eng_concat.162.wav,মরুভূমির বালি সম্পর্কিত ঝুঁকির কারণে 1990 সালে এটি বিশ্বের বিপদগ্রস্থ ঐতিহ্যবাহী স্থানগুলির তালিকায় যুক্ত হয়েছিল।,13.236,ben-eng_spk0,ben-eng
ben_eng_concat.122,audio/ben_eng_concat.122.wav,এছাড়াও প্রতিটি রাজবংশের মধ্যে বিভক্ত প্রদেশগুলিতে unstable সময় চলছিল। এই সময়কালের সর্বাধিক পরিচিত হান এবং জিন রাজবংশের মধ্যে 60 বছর ধরে তিনটি পর্বের রাজত্ব চলেছিল।,16.668,ben-eng_spk0,ben-eng
ben_eng_concat.38,audio/ben_eng_concat.38.wav,"""সবকিছু বিবেচনা করলে, আমাদের অবাক হওয়া should surprised নয় যদি আমাদের পূর্বপুরুষরা সেইভাবেই তাদের """"প্রোটিন সমস্যা"""" কে সমাধান করতেন ঠিক the way এখন savanna অঞ্চলে chimps do থাকে। """,18.371,ben-eng_spk0,ben-eng
ben_eng_concat.228,audio/ben_eng_concat.228.wav,অতিরিক্ত taxation আরোপকারী দেশগুলোতে যাওয়ার ফলে Travellers কখনও কখনও বিশেষত অ্যালকোহলযুক্ত beverages এবং তামাক জাতীয় পণ্যগুলো ক্ষেত্রে অনেক বেশি পরিমানে অর্থ বাঁচাতে can tobacco.,20.047,ben-eng_spk0,ben-eng
ben_eng_concat.168,audio/ben_eng_concat.168.wav,তিনি প্রাথমিকভাবে গ্রেট ইয়ারমাউথের জেমস পেগেট in Hospital ভর্তি হয়েছিলেন।,7.804,ben-eng_spk0,ben-eng
ben_eng_concat.94,audio/ben_eng_concat.94.wav,"কিছু people তার মতের মর্যাদা দিলেও বেশিরভাগ মানুষই দ্বিমত পোষণ করেছিলেন যে System Sun (এমনকি অন্যান্য নক্ষত্র-ও) সৌরজগৎ the Earth, চারিদিকে আবর্তিত হয়।",17.115,ben-eng_spk0,ben-eng
ben_eng_concat.34,audio/ben_eng_concat.34.wav,জিয়ানকার্লো ফিসিচেল্লা তার of car নিয়ন্ত্রণ হারিয়েছিল এবং প্রতিযোগিতা শুরুর পরপরই তা ended করে দিয়েছিলেন।,11.203,ben-eng_spk0,ben-eng
ben_eng_concat.37,audio/ben_eng_concat.37.wav,এটিতে বলা হয়েছে মূল বিষয়ের জন্যে সর্বাধিক কার্যকর স্থানটি হল লাইনগুলির বিভাজন যা image উল্লম্ব এবং horizontally বরাবর thirds অংশে বিভক্ত করেছে (see example). (see example).,18.975,ben-eng_spk0,ben-eng
ben_eng_concat.320,audio/ben_eng_concat.320.wav,Giza Great Pyramid পিরামিড সেই মাত্র ৭টি বিস্ময়ের মধ্যে একটি যা আজও দাঁড়িয়ে আছে।,7.704,ben-eng_spk0,ben-eng
ben_eng_concat.243,audio/ben_eng_concat.243.wav,"ট্র্যাকগুলোকে in place. ধরে রাখার জন্য ক্রসগুলিকে মোটামুটিভাবে আগেভাগেই introduced place. করা place. যাইহোক, ধীরে ধীরে এটা উপলব্ধি হয় যে ট্র্যাকগুলো আরো কার্যকর হবে যদি তাদের on top. লোহার একটি stip had top.",24.775,ben-eng_spk0,ben-eng
ben_eng_concat.80,audio/ben_eng_concat.80.wav,আনুষ্ঠানিকভাবে ফকল্যান্ডস এর currency হল ফকল্যান্ড pound (এফকেপি) যার মান 1 British pound (GBP). এর সমান।,11.899,ben-eng_spk0,ben-eng
ben_eng_concat.173,audio/ben_eng_concat.173.wav,৫৩ বছর বয়সী কিউমো এই বছরের শুরুতে governorship governorship শুরু করেন এবং last মাসে সমকামীদের বিয়ে legalizing করার জন্য একটি প্রস্তাবিত আইনের খসড়ায় স্বাক্ষর করেন।,17.739,ben-eng_spk0,ben-eng
ben_eng_concat.319,audio/ben_eng_concat.319.wav,"Dundee বিশ্ববিদ্যালয়ের অধ্যাপক পামেলা ফার্গুসন উল্লেখ করেন, ""journalists suspects."" ছবি প্রকাশ করলে সাংবাদিকদের দুর্গম পথ ধরে হাঁটতে হবে।""""""",12.832,ben-eng_spk0,ben-eng
ben_eng_concat.99,audio/ben_eng_concat.99.wav,"ফলস্বরূপ , কোনো the organization বাঁধা overcome করতে যখন সেই প্রতিষ্ঠানের সব কর্মচারী একসাথে মিলে working করে তখন new উদ্ভাবনী প্রক্রিয়া তৈরি হয় যা customer's প্রয়োজন মেটাবে।",20.523,ben-eng_spk0,ben-eng
ben_eng_concat.280,audio/ben_eng_concat.280.wav,আপনি যদি শুধুমাত্র shipboard excursions using ashore যান তবে সেক্ষেত্রে আপনার আলাদা করে visa লাগবে না (2009 অনুযায়ী)।,11.891,ben-eng_spk0,ben-eng
ben_eng_concat.159,audio/ben_eng_concat.159.wav,"জনপ্রিয় খেলাগুলোর মধ্যে রয়েছে football, basketball, বাস্কেটবল, ভলিবল, ওয়াটার-পোলো, ফেন্সিং, রাগবি, সাইকেলিং, আইস হকি, রোলার hockey এবং F1 মোটর racing.",15.911,ben-eng_spk0,ben-eng
ben_eng_concat.245,audio/ben_eng_concat.245.wav,সুন্দরবনকে UNESCO ওয়ার্ল্ড হেরিটেজ সাইট হিসাবে ঘোষণা করা has Site. ভারতীয় ভূখণ্ডের মধ্যে থাকা forest অংশটিকে সুন্দরবন জাতীয় উদ্যান called হয়।,16.643,ben-eng_spk0,ben-eng
ben_eng_concat.134,audio/ben_eng_concat.134.wav,"একইভাবে, শেনজেনের ভিসা having জন্য আপনার শেনজেনের প্রতিটি সদস্য countries জন্য পৃথক ভিসার জন্য আবেদন করার দরকার নেই, সুতরাং সময়, money এবং কাগজপত্রের saving হবে।",20.307,ben-eng_spk0,ben-eng
ben_eng_concat.46,audio/ben_eng_concat.46.wav,"of cultural দিক determinism, ক্ষেত্রে একটি বড় উপাদান ছিল শ্লেগাল, গোথা, ফিশ্তাদের মতো লেখকদের রোম্যান্টিসিজম।",9.919,ben-eng_spk0,ben-eng
ben_eng_concat.339,audio/ben_eng_concat.339.wav,উত্তর মেরিয়ানা emergency ব্যবস্থাপনার office বলেছে যে জনগণের কোন ক্ষয়ক্ষতির খবর পাওয়া nation.,11.207,ben-eng_spk0,ben-eng
ben_eng_concat.89,audio/ben_eng_concat.89.wav,"Revolutionary the War, সময়, কনফেডারেশনের নিবন্ধের অধীনে, তেরটি রাজ্য প্রথমে একটি weak central government—with গঠন করেছিল - যেখানে Congress এর only অংশ being Confederation.",17.395,ben-eng_spk0,ben-eng
ben_eng_concat.238,audio/ben_eng_concat.238.wav,যারা রাজ্যে কাজ করেন তাদের কাছে ইটালীয় the everyday ব্যবহারিক language এবং লাতিন প্রায়শই ধর্মীয় অনুষ্ঠানগুলিতে ব্যবহৃত হয়।,12.915,ben-eng_spk0,ben-eng
ben_eng_concat.213,audio/ben_eng_concat.213.wav,"harbor ছিল ১৮৮৯ সালের একটি কুখ্যাত নৌ অচলাবস্থার site when Germany, যুক্তরাষ্ট্র এবং ব্রিটেন থেকে সাতটি জাহাজ বন্দরটি ছেড়ে to leave অস্বীকার harbor.",15.003,ben-eng_spk0,ben-eng
ben_eng_concat.146,audio/ben_eng_concat.146.wav,"ফলস্বরূপ, performers stage, মাদক জয়েন্ট নিয়ে ধূমপান করে এবং এক্ষেত্রে theatre নিজেই audience যোগ দিতে encouraging করে।",15.027,ben-eng_spk0,ben-eng
ben_eng_concat.284,audio/ben_eng_concat.284.wav,ক্যালিফোর্নিয়ার Governor আর্নল্ড Schwarzenegger স্বাক্ষর signed একটি bill যা অপ্রাপ্তবয়স্কদের কাছে violent video the games sale বা ভাড়া bans করেছে।,17.938,ben-eng_spk0,ben-eng
ben_eng_concat.201,audio/ben_eng_concat.201.wav,Internet combines mass এবং আন্তঃব্যক্তি উভয় জ্ঞাপনের উপাদানগুলির combines মাধ্যম।,8.127,ben-eng_spk0,ben-eng
ben_eng_concat.127,audio/ben_eng_concat.127.wav,চাঁদের surface rocks এবং শিলা দিয়ে তৈরি। চাঁদের outer পৃষ্ঠটিকে crust. called crust.,9.751,ben-eng_spk0,ben-eng
ben_eng_concat.90,audio/ben_eng_concat.90.wav,Saint পিটার্সবার্গ ক্রুজ in town. সময় অন্তর্ভুক্ত। ক্রুজ যাত্রীদের ভিসার প্রয়োজনীয়তা থেকে exempted দেওয়া হয়েছে (শর্তাবলী পরীক্ষা করুন)।,14.263,ben-eng_spk0,ben-eng
ben_eng_concat.180,audio/ben_eng_concat.180.wav,"তবে এই পরিকল্পনাগুলি রাতারাতি rendered obsolete হয়ে যায় যখন সোভিয়েত ইউনিয়নের 800,000 লালফৌজ Soviet's Union Red শান্তি চুক্তি লঙ্ঘন করে পূর্ব পোল্যান্ডের এলাকাগুলি দখল করে Belarussian ও ইউক্রেনে ঢুকে যুদ্ধের ফ্রন্ট খোলে। রিগা চুক্তি ছিল সোভিয়েত–পোলিশ Non-Aggression চুক্তি। সোভিয়েত সেনা এরকম অন্য দ্বিপাক্ষিক ও বহুপাক্ষিক শান্তি চুক্তিগুলিও লঙ্ঘন multilateral.",39.614,ben-eng_spk0,ben-eng
ben_eng_concat.48,audio/ben_eng_concat.48.wav,"example, প্রত্যেক বছর North ক্যারলিনার ব্যানেট স্কুলের ছাত্রছাত্রীরা স্টেট Capital, নিজেদের ট্রিপ নিয়ে একটি ওয়েবসাইট design Capital, প্রত্যেক year website নতুন করে আবার remodeled, করা হয়, কিন্তু পুরনো ভার্সনটি স্ক্র্যাপবুকে রেখে দেওয়া are scrapbook.",25.17,ben-eng_spk0,ben-eng
ben_eng_concat.72,audio/ben_eng_concat.72.wav,ঘুমে ব্যাঘাত হচ্ছে স্বাভাবিক ঘুমের সময় উদ্দেশ্যমূলক awakening থাকার প্রক্রিয়া এবং short সময় (১০-৬০ minutes). পরে ঘুমিয়ে minutes).,13.599,ben-eng_spk0,ben-eng
ben_eng_concat.222,audio/ben_eng_concat.222.wav,luxury কেন্দ্রস্থল হিসাবে এর খ্যাতি প্রায় 400 A.D. শুরু হয়েছিল এবং প্রায় 1100 খ্রিস্টাব্দ পর্যন্ত স্থায়ী হয়েছিল।,12.704,ben-eng_spk0,ben-eng
ben_eng_concat.96,audio/ben_eng_concat.96.wav,later ফটোগ্রাফার এক aged মহিলার জায়গাটি নিয়েছিল যার শৌচাগারের প্রয়োজন ছিল। মেন্ডোজাকে গুলি করে হত্যা করা হয়েছিল।,11.536,ben-eng_spk0,ben-eng
ben_eng_concat.237,audio/ben_eng_concat.237.wav,গভর্নর জেনারেল এর কার্যালয়ের বাইরে একটি bomb বিস্ফোরণ হয়েছিল।,7.196,ben-eng_spk0,ben-eng
ben_eng_concat.170,audio/ben_eng_concat.170.wav,in October. শুরু হওয়া ক্ষমতাবানদের বিরুদ্ধে widespread বিক্ষোভে মার্টেলির প্রতিক্রিয়া হল এই কমিশন।,11.008,ben-eng_spk0,ben-eng
ben_eng_concat.62,audio/ben_eng_concat.62.wav,"""এই debate হারিকেন ক্যাটরিনার সময় relief ও পুনর্নির্মাণের উপর ব্যয়কে কেন্দ্র করে বেশি ছড়িয়েছিল; যেটাকে কিছু অর্থ সংশ্লিষ্ট রক্ষণশীলরা humorously """"বুশের নিউ অরলিন্স Deal."" বলে অবহিত করেছিল।""",20.595,ben-eng_spk0,ben-eng
ben_eng_concat.105,audio/ben_eng_concat.105.wav,"যে সময়কালে ঘটনাগুলি ঘটেছিল সেই সময়কালকে সাধারণ ভাবে ইউরোপীয় ইতিহাসের অধ্যায়ে 11, 12 ও 13th শতকের (AD 1000–1300) উচ্চ মধ্য যুগ referred হয়।",15.795,ben-eng_spk0,ben-eng
ben_eng_concat.167,audio/ben_eng_concat.167.wav,The U.S. প্রকৌশলীদের বিভাগ অনুমান করেছিল যে ৬ inches বৃষ্টিপাত আগে থেকে ক্ষতিগ্রস্থ বাঁধগুলো ভেঙ্গে breach পারতো।,13.463,ben-eng_spk0,ben-eng
ben_eng_concat.169,audio/ben_eng_concat.169.wav,"এখনও অনেক পুরুষ এবং মহিলা alive আছেন যারা এখানে তাদের time পার করে বেঁচে ছিলেন, এবং আরও many ইহুদি এবং অ-ইহুদীরা ছিলেন যাদের প্রিয়জনকে murdered করা হয়েছিল বা সেখানে death দিকে ধাবিত করা হয়েছিল।",23.467,ben-eng_spk0,ben-eng
ben_eng_concat.11,audio/ben_eng_concat.11.wav,তবে পাখির মধ্যে অনেক things রয়েছে যা এখনও যেগুলোকে ডাইনোসরের মতো dinosaur.,9.775,ben-eng_spk0,ben-eng
ben_eng_concat.211,audio/ben_eng_concat.211.wav,সেই কারণে এই The of format আনুমানিক অনুপাত (১২ দিয়ে ভাগ করে সহজ পূর্ন -সংখ্যার গাণিতিক অনুপাত পাওয়া যায়) ধরা হয় ৩ঃ২।,12.147,ben-eng_spk0,ben-eng
ben_eng_concat.177,audio/ben_eng_concat.177.wav,"However, communication the channels, মন্থরতার কারণে, পশ্চিমে রীতিগুলি ২৫ থেকে ৩০ বছর পিছিয়ে পড়তে পারে।",9.208,ben-eng_spk0,ben-eng
ben_eng_concat.298,audio/ben_eng_concat.298.wav,স্থান পরিদর্শন যে কোন of classroom. একটি বড় part classroom. প্রায়শই একজন teacher ছাত্রদের এমন places নিয়ে যেতে love করবেন যেখানে বাসে ভ্রমণের কোন সুযোগ নেই,18.875,ben-eng_spk0,ben-eng
ben_eng_concat.223,audio/ben_eng_concat.223.wav,"অবহেলা থেকে শুরু করে, neglect, এমনকি চাঁদাবাজি পর্যন্ত, variety reasons Children ফস্টার কেয়ারে রাখা হয়।",10.675,ben-eng_spk0,ben-eng
ben_eng_concat.70,audio/ben_eng_concat.70.wav,The cabbage রস আম্লিক বা basic (ক্ষারধর্মী) রাসায়নিকের উপর নির্ভর করে রঙ পরিবর্তন করে।,9.951,ben-eng_spk0,ben-eng
ben_eng_concat.179,audio/ben_eng_concat.179.wav,"Late বেলা নাগাদ, মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প, প্রেস সেক্রেটারি মারফৎ একটি statement জানান, মার্কিন সেনাবাহিনী সিরিয়া ছেড়ে বেরিয়ে আসবে।",14.896,ben-eng_spk0,ben-eng
ben_eng_concat.9,audio/ben_eng_concat.9.wav,"অবশেষে, many ছোট cats are (including loose যাওয়া পোষা বিড়াল) যারা অনেক ক্ষুদ্র শিকার করে থাকে যেমন insects, rodents, lizards, rodents, lizards, এবং পাখি।",15.563,ben-eng_spk0,ben-eng
ben_eng_concat.123,audio/ben_eng_concat.123.wav,অনেক মানুষ তাদের dinosaurs হিসাবে think করে না কারন তাদের পাখা আছে এবং উড়তে can fly.,10.087,ben-eng_spk0,ben-eng
ben_eng_concat.104,audio/ben_eng_concat.104.wav,এই তত্ত্বগুলো লক্ষ্য করে নির্দিষ্ট certain people ওপর যে কি তাদের উদ্দীপ্ত that want things করতে যা তারা করে এবং তাদের পরিবেশের কোন জিনিসগুলি তাদের নির্দিষ্ট কিছু do বা না করতে উদ্দীপ্ত করবে।,19.067,ben-eng_spk0,ben-eng
ben_eng_concat.239,audio/ben_eng_concat.239.wav,"যদি তুমি country রাস্তায় গাড়ি চালানোয় অভ্যস্থ না থাকো, বুদ্ধি দিয়ে কাজ করো: খাড়া steep grades, সরু lanes, এবং তীব্র curves প্রাধান্য পায়।",15.539,ben-eng_spk0,ben-eng
ben_eng_concat.276,audio/ben_eng_concat.276.wav,"Tibetan The meditation কেন্দ্রবিন্দু হল Deity Yoga. deities শক্তি visualization মাধ্যমে শক্তি নিঃসরণের মাধ্যমগুলি পরিশুদ্ধ cleaned, চক্রগুলি সক্রিয় হয় এবং চেতনাশক্তির সৃষ্টি হয়।",19.743,ben-eng_spk0,ben-eng
ben_eng_concat.106,audio/ben_eng_concat.106.wav,সর্বাধিক সহজেই অভিগমনযোগ্য plant সংস্থানগুলো হতে পাতা এবং কলাইতে accessible proteins তবে এগুলো আমাদের মতো প্রাইমেটদের রান্না না করে হজম করা কঠিন।,15.859,ben-eng_spk0,ben-eng
ben_eng_concat.133,audio/ben_eng_concat.133.wav,দ্বীপপুঞ্জ এবং লেকগুলোতে আবশ্যকভাবে আপনার কোন নৌকাটির দরকার not yacht.,7.944,ben-eng_spk0,ben-eng
ben_eng_concat.250,audio/ben_eng_concat.250.wav,হাইড্রোজেন আয়নগুলি হলো এমন ধরণের protons যাদের ইলেক্ট্রনগুলোকে তাদের থেকে বিচ্ছিন্ন করা হয়েছে (হাইড্রোজেন পরমাণুগুলোতে একটা প্রোটন এবং একটা ইলেক্ট্রন থাকে)।,17.068,ben-eng_spk0,ben-eng
ben_eng_concat.209,audio/ben_eng_concat.209.wav,মস্তিষ্কের গঠন এবং behaviour মধ্যে পারস্পরিক সম্পর্ক বিজ্ঞানীদের গবেষণাকে সমর্থন করে।,10.012,ben-eng_spk0,ben-eng
ben_eng_concat.91,audio/ben_eng_concat.91.wav,"মার্কিন যুক্তরাষ্ট্রের Princeton বিশ্ববিদ্যালয় এবং সুইডেনের ইউপসালা বিশ্ববিদ্যালয়ের গবেষকরা জানিয়েছেন যে নতুন species just দুটি generations, মধ্যে বিবর্তিত হয়েছে, যদিও ডারউইন ফিঞ্চ, জেসোপিজা ফোর্টস এবং ইমিগ্র্যান্ট cactus ফিঞ্চ, জিওপিজা কনিরোস্ট্রিস মধ্যে প্রজননের কারণে এই প্রক্রিয়াটি আরও longer, সময় নেয় বলে মনে করা হয়।",35.499,ben-eng_spk0,ben-eng
ben_eng_concat.260,audio/ben_eng_concat.260.wav,"ভার্চুয়াল দলগুলি conventional দলের তুলনায় নিজেদের গুণমান বজায় রাখতে are teams, তবে সেখানেও সুক্ষ্ম পার্থক্য are differences.",13.815,ben-eng_spk0,ben-eng
